country,year,Population,GDP
South Asia (IDA & IBRD),2014,1721152580,"2,583,577,541,979 "
South Asia (IDA & IBRD),2013,1698093032,"2,362,553,805,763 "
South Asia (IDA & IBRD),2012,1675019307,"2,295,122,382,072 "
South Asia (IDA & IBRD),2011,1651888921,"2,264,665,276,182 "
South Asia (IDA & IBRD),2010,1628688562,"2,093,718,885,212 "
South Asia (IDA & IBRD),2009,1605443788,"1,706,841,276,030 "
South Asia (IDA & IBRD),2008,1582147481,"1,552,632,048,542 "
South Asia (IDA & IBRD),2007,1558685624,"1,526,158,574,230 "
South Asia (IDA & IBRD),2006,1534949611,"1,204,953,472,746 "
South Asia (IDA & IBRD),2005,1510864613,"1,053,910,008,263 "
South Asia (IDA & IBRD),2004,1486402311,"919,797,959,628 "
South Asia (IDA & IBRD),2003,1461601023,"793,221,517,963 "
South Asia (IDA & IBRD),2002,1436527869,"679,163,427,142 "
South Asia (IDA & IBRD),2001,1411288216,"645,830,784,120 "
South Asia (IDA & IBRD),2000,1385959570,"629,218,217,621 "
South Asia (IDA & IBRD),1999,1360594891,"605,084,590,955 "
South Asia (IDA & IBRD),1998,1335193652,"564,567,117,494 "
South Asia (IDA & IBRD),1997,1309774343,"556,845,689,847 "
South Asia (IDA & IBRD),1996,1284343918,"530,762,804,871 "
South Asia (IDA & IBRD),1995,1258903823,"485,123,498,772 "
South Asia (IDA & IBRD),1994,1233480616,"436,754,247,288 "
South Asia (IDA & IBRD),1993,1208123497,"384,862,082,110 "
South Asia (IDA & IBRD),1992,1182862267,"388,728,331,787 "
South Asia (IDA & IBRD),1991,1157752321,"366,063,254,873 "
South Asia (IDA & IBRD),1990,1132833314,"411,962,013,510 "
South Asia (IDA & IBRD),1989,1108148042,"382,622,861,479 "
South Asia (IDA & IBRD),1988,1083705645,"379,205,937,369 "
South Asia (IDA & IBRD),1987,1059536231,"352,955,742,530 "
South Asia (IDA & IBRD),1986,1035659508,"317,836,293,782 "
South Asia (IDA & IBRD),1985,1012099768,"300,053,885,919 "
South Asia (IDA & IBRD),1984,988878603,"275,906,008,811 "
South Asia (IDA & IBRD),1983,966023576,"277,286,640,258 "
South Asia (IDA & IBRD),1982,943562470,"261,844,853,326 "
South Asia (IDA & IBRD),1981,921521635,"253,081,026,268 "
South Asia (IDA & IBRD),1980,900085240,"238,839,585,776 "
South Asia (IDA & IBRD),1979,878939779,"198,041,918,583 "
South Asia (IDA & IBRD),1978,858266916,"176,823,188,639 "
South Asia (IDA & IBRD),1977,838141522,"155,407,351,304 "
South Asia (IDA & IBRD),1976,818590962,"134,339,026,953 "
South Asia (IDA & IBRD),1975,799620311,"137,458,597,974 "
South Asia (IDA & IBRD),1974,781254784,"128,325,971,322 "
South Asia (IDA & IBRD),1973,763491289,"106,033,344,315 "
South Asia (IDA & IBRD),1972,746222138,"92,636,365,540 "
South Asia (IDA & IBRD),1971,729469562,"92,122,896,789 "
South Asia (IDA & IBRD),1970,713115397,"86,652,133,907 "
South Asia (IDA & IBRD),1969,697060567,"80,004,890,145 "
South Asia (IDA & IBRD),1968,681405837,"72,867,560,642 "
South Asia (IDA & IBRD),1967,666134328,"69,408,573,982 "
South Asia (IDA & IBRD),1966,651325994,"63,055,010,157 "
South Asia (IDA & IBRD),1965,636963781,"75,140,448,166 "
South Asia (IDA & IBRD),1964,623073110,"69,950,360,857 "
South Asia (IDA & IBRD),1963,609571502,"61,058,785,168 "
South Asia (IDA & IBRD),1962,596701125,"54,271,620,755 "
South Asia (IDA & IBRD),1961,584143236,"50,850,574,463 "
South Asia (IDA & IBRD),1960,572036107,"47,679,117,486 "
Sub-Saharan Africa,2015,1000980981,"1,572,873,067,288 "
Sub-Saharan Africa,2014,974371891.3,"1,754,486,218,759 "
Sub-Saharan Africa,2013,948322378.1,"1,678,735,616,972 "
Sub-Saharan Africa,2012,922855108.7,"1,595,978,753,437 "
Sub-Saharan Africa,2011,897998530.1,"1,527,194,806,784 "
Sub-Saharan Africa,2010,873780169.6,"1,355,385,369,041 "
Sub-Saharan Africa,2009,850190285.5,"1,012,946,855,153 "
Sub-Saharan Africa,2008,827239670.6,"1,060,100,505,690 "
Sub-Saharan Africa,2007,804950450,"929,083,765,335 "
Sub-Saharan Africa,2006,783357641.3,"799,471,145,176 "
Sub-Saharan Africa,2005,762476789.7,"685,042,578,987 "
Sub-Saharan Africa,2004,742309449,"582,611,848,265 "
Sub-Saharan Africa,2003,722832202.2,"468,482,928,040 "
Sub-Saharan Africa,2002,704004105.1,"366,799,826,512 "
Sub-Saharan Africa,2001,685795280,"342,258,522,219 "
Sub-Saharan Africa,2000,667742098,"367,684,964,387 "
Sub-Saharan Africa,1999,650030484,"343,169,880,527 "
Sub-Saharan Africa,1998,632857149,"340,524,879,271 "
Sub-Saharan Africa,1997,616161312,"360,983,891,937 "
Sub-Saharan Africa,1996,599858645,"348,990,455,749 "
Sub-Saharan Africa,1995,583892679,"337,323,149,165 "
Sub-Saharan Africa,1994,568228356,"298,056,876,899 "
Sub-Saharan Africa,1993,552842678,"303,770,108,486 "
Sub-Saharan Africa,1992,537759561,"315,397,427,361 "
Sub-Saharan Africa,1991,523007873,"319,242,644,293 "
Sub-Saharan Africa,1990,508616039,"306,872,391,060 "
Sub-Saharan Africa,1989,494580339,"306,250,619,430 "
Sub-Saharan Africa,1988,480809661,"292,728,718,146 "
Sub-Saharan Africa,1987,467337821,"279,606,100,390 "
Sub-Saharan Africa,1986,454197298,"235,646,587,282 "
Sub-Saharan Africa,1985,441414277,"212,812,966,460 "
Sub-Saharan Africa,1984,429008541,"228,065,361,366 "
Sub-Saharan Africa,1983,416982682,"236,551,005,372 "
Sub-Saharan Africa,1982,405328909,"251,931,967,219 "
Sub-Saharan Africa,1981,394021126,"271,758,784,939 "
Sub-Saharan Africa,1980,383043891,"268,161,049,293 "
Sub-Saharan Africa,1979,372390972,"208,662,913,364 "
Sub-Saharan Africa,1978,362076216,"171,093,703,997 "
Sub-Saharan Africa,1977,352109622,"154,830,062,313 "
Sub-Saharan Africa,1976,342489556,"142,410,887,455 "
Sub-Saharan Africa,1975,333222446,"129,323,727,217 "
Sub-Saharan Africa,1974,324316627,"117,249,599,292 "
Sub-Saharan Africa,1973,315758889,"89,158,477,160 "
Sub-Saharan Africa,1972,307524082,"69,590,228,793 "
Sub-Saharan Africa,1971,299578724,"61,578,076,236 "
Sub-Saharan Africa,1970,291897883,"61,341,681,331 "
Sub-Saharan Africa,1969,284502453,"51,020,025,783 "
Sub-Saharan Africa,1968,277365472,"45,045,661,242 "
Sub-Saharan Africa,1967,270477558,"42,430,113,037 "
Sub-Saharan Africa,1966,263830697,"41,678,989,164 "
Sub-Saharan Africa,1965,257414930,"38,784,761,829 "
Sub-Saharan Africa,1964,251215851,"35,690,109,141 "
Sub-Saharan Africa,1963,245217050,"32,753,867,857 "
Sub-Saharan Africa,1962,239403621,"30,489,798,538 "
Sub-Saharan Africa,1961,233759990,"28,586,798,907 "
Sub-Saharan Africa,1960,228268752,"27,076,572,682 "
Sub-Saharan Africa (excluding high income),2015,1000888081,"1,571,434,111,771 "
Sub-Saharan Africa (excluding high income),2014,974280491.3,"1,753,063,188,384 "
Sub-Saharan Africa (excluding high income),2013,948232478.1,"1,677,324,106,175 "
Sub-Saharan Africa (excluding high income),2012,922766805.7,"1,594,844,603,139 "
Sub-Saharan Africa (excluding high income),2011,897911089.1,"1,526,129,143,515 "
Sub-Saharan Africa (excluding high income),2010,873690399.6,"1,354,415,555,621 "
Sub-Saharan Africa (excluding high income),2009,850102987.5,"1,012,099,437,518 "
Sub-Saharan Africa (excluding high income),2008,827152714.6,"1,059,133,212,072 "
Sub-Saharan Africa (excluding high income),2007,804865417,"928,047,176,562 "
Sub-Saharan Africa (excluding high income),2006,783273041.3,"798,450,109,673 "
Sub-Saharan Africa (excluding high income),2005,762393889.7,"684,118,756,365 "
Sub-Saharan Africa (excluding high income),2004,742226949,"581,767,601,500 "
Sub-Saharan Africa (excluding high income),2003,722749402.2,"467,772,773,611 "
Sub-Saharan Africa (excluding high income),2002,703920405.1,"366,096,527,786 "
Sub-Saharan Africa (excluding high income),2001,685714078,"341,631,319,280 "
Sub-Saharan Africa (excluding high income),2000,667660967,"367,065,637,597 "
Sub-Saharan Africa (excluding high income),1999,649950074,"342,541,955,986 "
Sub-Saharan Africa (excluding high income),1998,632778303,"339,911,766,619 "
Sub-Saharan Africa (excluding high income),1997,616083993,"360,417,220,951 "
Sub-Saharan Africa (excluding high income),1996,599782228,"348,484,459,865 "
Sub-Saharan Africa (excluding high income),1995,583817375,"336,811,745,279 "
Sub-Saharan Africa (excluding high income),1994,568154431,"297,567,013,333 "
Sub-Saharan Africa (excluding high income),1993,552769967,"303,293,064,923 "
Sub-Saharan Africa (excluding high income),1992,537687904,"314,961,451,408 "
Sub-Saharan Africa (excluding high income),1991,522937118,"318,867,086,314 "
Sub-Saharan Africa (excluding high income),1990,508546039,"306,502,218,844 "
Sub-Saharan Africa (excluding high income),1989,494510951,"305,947,344,734 "
Sub-Saharan Africa (excluding high income),1988,480740813,"292,446,755,050 "
Sub-Saharan Africa (excluding high income),1987,467269469,"279,360,132,210 "
Sub-Saharan Africa (excluding high income),1986,454129421,"235,441,671,541 "
Sub-Saharan Africa (excluding high income),1985,441346877,"212,648,214,157 "
Sub-Saharan Africa (excluding high income),1984,428941639,"227,921,944,800 "
Sub-Saharan Africa (excluding high income),1983,416916315,"236,413,677,431 "
Sub-Saharan Africa (excluding high income),1982,405263129,"251,795,024,040 "
Sub-Saharan Africa (excluding high income),1981,393955998,"271,616,257,075 "
Sub-Saharan Africa (excluding high income),1980,382979491,"268,026,735,345 "
Sub-Saharan Africa (excluding high income),1979,372327378,"208,543,491,695 "
Sub-Saharan Africa (excluding high income),1978,362013509,"171,018,025,631 "
Sub-Saharan Africa (excluding high income),1977,352047880,"154,776,835,269 "
Sub-Saharan Africa (excluding high income),1976,342428852,"142,373,838,580 "
Sub-Saharan Africa (excluding high income),1975,333162846,"129,286,452,114 "
Sub-Saharan Africa (excluding high income),1974,324258161,"117,216,048,833 "
Sub-Saharan Africa (excluding high income),1973,315701605,"89,128,092,995 "
Sub-Saharan Africa (excluding high income),1972,307468014,"69,564,316,781 "
Sub-Saharan Africa (excluding high income),1971,299523889,"61,561,273,960 "
Sub-Saharan Africa (excluding high income),1970,291844283,"61,329,046,455 "
Sub-Saharan Africa (excluding high income),1969,284450088,"51,008,181,023 "
Sub-Saharan Africa (excluding high income),1968,277314338,"45,033,358,899 "
Sub-Saharan Africa (excluding high income),1967,270427647,"42,416,748,538 "
Sub-Saharan Africa (excluding high income),1966,263781998,"41,665,734,681 "
Sub-Saharan Africa (excluding high income),1965,257367430,"38,772,064,958 "
Sub-Saharan Africa (excluding high income),1964,251169529,"35,677,181,297 "
Sub-Saharan Africa (excluding high income),1963,245171874,"32,742,248,338 "
Sub-Saharan Africa (excluding high income),1962,239359579,"30,479,365,158 "
Sub-Saharan Africa (excluding high income),1961,233717101,"28,577,330,511 "
Sub-Saharan Africa (excluding high income),1960,228227052,"27,066,363,078 "
Sub-Saharan Africa (IDA & IBRD countries),2015,1000980981,"1,572,873,067,288 "
Sub-Saharan Africa (IDA & IBRD countries),2014,974371891.3,"1,754,486,218,759 "
Sub-Saharan Africa (IDA & IBRD countries),2013,948322378.1,"1,678,735,616,972 "
Sub-Saharan Africa (IDA & IBRD countries),2012,922855108.7,"1,595,978,753,437 "
Sub-Saharan Africa (IDA & IBRD countries),2011,897998530.1,"1,527,194,806,784 "
Sub-Saharan Africa (IDA & IBRD countries),2010,873780169.6,"1,355,385,369,041 "
Sub-Saharan Africa (IDA & IBRD countries),2009,850190285.5,"1,012,946,855,153 "
Sub-Saharan Africa (IDA & IBRD countries),2008,827239670.6,"1,060,100,505,690 "
Sub-Saharan Africa (IDA & IBRD countries),2007,804950450,"929,083,765,335 "
Sub-Saharan Africa (IDA & IBRD countries),2006,783357641.3,"799,471,145,176 "
Sub-Saharan Africa (IDA & IBRD countries),2005,762476789.7,"685,042,578,987 "
Sub-Saharan Africa (IDA & IBRD countries),2004,742309449,"582,611,848,265 "
Sub-Saharan Africa (IDA & IBRD countries),2003,722832202.2,"468,482,928,040 "
Sub-Saharan Africa (IDA & IBRD countries),2002,704004105.1,"366,799,826,512 "
Sub-Saharan Africa (IDA & IBRD countries),2001,685795280,"342,258,522,219 "
Sub-Saharan Africa (IDA & IBRD countries),2000,667742098,"367,684,964,387 "
Sub-Saharan Africa (IDA & IBRD countries),1999,650030484,"343,169,880,527 "
Sub-Saharan Africa (IDA & IBRD countries),1998,632857149,"340,524,879,271 "
Sub-Saharan Africa (IDA & IBRD countries),1997,616161312,"360,983,891,937 "
Sub-Saharan Africa (IDA & IBRD countries),1996,599858645,"348,990,455,749 "
Sub-Saharan Africa (IDA & IBRD countries),1995,583892679,"337,323,149,165 "
Sub-Saharan Africa (IDA & IBRD countries),1994,568228356,"298,056,876,899 "
Sub-Saharan Africa (IDA & IBRD countries),1993,552842678,"303,770,108,486 "
Sub-Saharan Africa (IDA & IBRD countries),1992,537759561,"315,397,427,361 "
Sub-Saharan Africa (IDA & IBRD countries),1991,523007873,"319,242,644,293 "
Sub-Saharan Africa (IDA & IBRD countries),1990,508616039,"306,872,391,060 "
Sub-Saharan Africa (IDA & IBRD countries),1989,494580339,"306,250,619,430 "
Sub-Saharan Africa (IDA & IBRD countries),1988,480809661,"292,728,718,146 "
Sub-Saharan Africa (IDA & IBRD countries),1987,467337821,"279,606,100,390 "
Sub-Saharan Africa (IDA & IBRD countries),1986,454197298,"235,646,587,282 "
Sub-Saharan Africa (IDA & IBRD countries),1985,441414277,"212,812,966,460 "
Sub-Saharan Africa (IDA & IBRD countries),1984,429008541,"228,065,361,366 "
Sub-Saharan Africa (IDA & IBRD countries),1983,416982682,"236,551,005,372 "
Sub-Saharan Africa (IDA & IBRD countries),1982,405328909,"251,931,967,219 "
Sub-Saharan Africa (IDA & IBRD countries),1981,394021126,"271,758,784,939 "
Sub-Saharan Africa (IDA & IBRD countries),1980,383043891,"268,161,049,293 "
Sub-Saharan Africa (IDA & IBRD countries),1979,372390972,"208,662,913,364 "
Sub-Saharan Africa (IDA & IBRD countries),1978,362076216,"171,093,703,997 "
Sub-Saharan Africa (IDA & IBRD countries),1977,352109622,"154,830,062,313 "
Sub-Saharan Africa (IDA & IBRD countries),1976,342489556,"142,410,887,455 "
Sub-Saharan Africa (IDA & IBRD countries),1975,333222446,"129,323,727,217 "
Sub-Saharan Africa (IDA & IBRD countries),1974,324316627,"117,249,599,292 "
Sub-Saharan Africa (IDA & IBRD countries),1973,315758889,"89,158,477,160 "
Sub-Saharan Africa (IDA & IBRD countries),1972,307524082,"69,590,228,793 "
Sub-Saharan Africa (IDA & IBRD countries),1971,299578724,"61,578,076,236 "
Sub-Saharan Africa (IDA & IBRD countries),1970,291897883,"61,341,681,331 "
Sub-Saharan Africa (IDA & IBRD countries),1969,284502453,"51,020,025,783 "
Sub-Saharan Africa (IDA & IBRD countries),1968,277365472,"45,045,661,242 "
Sub-Saharan Africa (IDA & IBRD countries),1967,270477558,"42,430,113,037 "
Sub-Saharan Africa (IDA & IBRD countries),1966,263830697,"41,678,989,164 "
Sub-Saharan Africa (IDA & IBRD countries),1965,257414930,"38,784,761,829 "
Sub-Saharan Africa (IDA & IBRD countries),1964,251215851,"35,690,109,141 "
Sub-Saharan Africa (IDA & IBRD countries),1963,245217050,"32,753,867,857 "
Sub-Saharan Africa (IDA & IBRD countries),1962,239403621,"30,489,798,538 "
Sub-Saharan Africa (IDA & IBRD countries),1961,233759990,"28,586,798,907 "
Sub-Saharan Africa (IDA & IBRD countries),1960,228268752,"27,076,572,682 "
Upper middle income,2015,2550326055,"19,732,883,627,050 "
Upper middle income,2014,2530632448,"21,333,046,945,255 "
Upper middle income,2013,2510573363,"20,807,291,594,258 "
Upper middle income,2012,2490585643,"19,555,434,591,461 "
